BUILDING,ROAD,TOWN,X_COR,Y_COR,POSTCODE,USE
652,SEACOAST ROAD,LIMAVADY,270713,435180,BT49 0LG,RESIDENTIAL
180,DUNCRUN ROAD,LIMAVADY,270727,434326,BT49 0LJ,RESIDENTIAL
459,SEACOAST ROAD,LIMAVADY,270741,434425,BT49 0LL,RESIDENTIAL
175,DUNCRUN ROAD,LIMAVADY,270744,434199,BT49 0LJ,RESIDENTIAL
612,SEACOAST ROAD,LIMAVADY,270778,434676,BT49 0LG,RESIDENTIAL
620,SEACOAST ROAD,LIMAVADY,270875,434619,BT49 0LG,RESIDENTIAL
622,SEACOAST ROAD,LIMAVADY,270878,434625,BT49 0LG,UNKNOWN
628,SEACOAST ROAD,LIMAVADY,270890,434691,BT49 0LG,RESIDENTIAL
571,SEACOAST ROAD,LIMAVADY,270979,434714,BT49 0LG,RESIDENTIAL
573,SEACOAST ROAD,LIMAVADY,271031,434825,BT49 0LG,RESIDENTIAL
573,SEACOAST ROAD,LIMAVADY,271031,434825,BT49 0LG,RESIDENTIAL
0,BENONE AVENUE,LIMAVADY,271042,436111,BT49 0LQ,UNKNOWN
0,BENONE AVENUE,LIMAVADY,271085,436241,BT49 0LQ,UNKNOWN
660,SEACOAST ROAD,LIMAVADY,271090,435062,BT49 0LG,COMMERCIAL
666,SEACOAST ROAD,LIMAVADY,271155,435197,BT49 0LG,RESIDENTIAL
668,SEACOAST ROAD,LIMAVADY,271158,435205,BT49 0LG,RESIDENTIAL
674,SEACOAST ROAD,LIMAVADY,271162,435312,BT49 0LG,RESIDENTIAL
670,SEACOAST ROAD,LIMAVADY,271172,435236,BT49 0LG,RESIDENTIAL
672,SEACOAST ROAD,LIMAVADY,271186,435265,BT49 0LG,RESIDENTIAL
678,SEACOAST ROAD,LIMAVADY,271223,435364,BT49 0LG,UNKNOWN
680,SEACOAST ROAD,LIMAVADY,271278,435370,BT49 0LH,RESIDENTIAL
0,BENONE AVENUE,LIMAVADY,271279,435506,BT49 0LQ,UNKNOWN
0,BENONE AVENUE,LIMAVADY,271283,435456,BT49 0LQ,UNKNOWN
0,BENONE AVENUE,LIMAVADY,271289,435486,BT49 0LQ,UNKNOWN
24,BENONE AVENUE,LIMAVADY,271292,435922,BT49 0LQ,UNKNOWN
0,BENONE AVENUE,LIMAVADY,271293,435967,BTXX XXX,UNKNOWN
5,BENONE AVENUE,LIMAVADY,271296,435421,BT49 0LQ,RESIDENTIAL
605,SEACOAST ROAD,LIMAVADY,271297,435338,BT49 0LH,COMMERCIAL
22,BENONE AVENUE,LIMAVADY,271315,435898,BT49 0LQ,RESIDENTIAL
26,BENONE AVENUE,LIMAVADY,271336,435713,BT49 0LQ,UNKNOWN
607,SEACOAST ROAD,LIMAVADY,271348,435330,BT49 0LH,RESIDENTIAL
7,BENONE AVENUE,LIMAVADY,271366,435548,BT49 0LQ,RESIDENTIAL
0,BENONE AVENUE,LIMAVADY,271367,435507,BT49 0LQ,RESIDENTIAL
609,SEACOAST ROAD,LIMAVADY,271374,435343,BT49 0LH,RESIDENTIAL
18,BENONE AVENUE,LIMAVADY,271374,435840,BT49 0LQ,RESIDENTIAL
9,BENONE AVENUE,LIMAVADY,271381,435573,BT49 0LQ,RESIDENTIAL
11,BENONE AVENUE,LIMAVADY,271395,435612,BT49 0LQ,RESIDENTIAL
14,BENONE AVENUE,LIMAVADY,271413,435738,BT49 0LQ,COMMERCIAL
16,BENONE AVENUE,LIMAVADY,271421,435817,BT49 0LQ,RESIDENTIAL
13,BENONE AVENUE,LIMAVADY,271430,435676,BT49 0LQ,RESIDENTIAL
38,BENONE AVENUE,LIMAVADY,271500,435836,BT49 0LQ,RESIDENTIAL
35,BENONE AVENUE,LIMAVADY,271572,435879,BT49 0LQ,RESIDENTIAL
710,SEACOAST ROAD,LIMAVADY,271631,435428,BT49 0LH,RESIDENTIAL
21,BENONE AVENUE,LIMAVADY,271649,435720,BT49 0LQ,RESIDENTIAL
29,BENONE AVENUE,LIMAVADY,271690,435771,BT49 0LQ,RESIDENTIAL
47,BENONE AVENUE,LIMAVADY,271705,435981,BT49 0LQ,RESIDENTIAL
25,BENONE AVENUE,LIMAVADY,271714,435888,BT49 0LQ,RESIDENTIAL
621,SEACOAST ROAD,LIMAVADY,271722,435374,BT49 0LH,RESIDENTIAL
623,SEACOAST ROAD,LIMAVADY,271815,435384,BT49 0LH,UNKNOWN
53,BENONE AVENUE,LIMAVADY,272017,435768,BT49 0LQ,COMMERCIAL
718,SEACOAST ROAD,LIMAVADY,272307,435846,BT49 0LH,RESIDENTIAL
635,SEACOAST ROAD,LIMAVADY,272365,435311,BT49 0LH,RESIDENTIAL
730,SEACOAST ROAD,LIMAVADY,272454,435571,BT49 0LH,RESIDENTIAL
645,SEACOAST ROAD,LIMAVADY,272539,435507,BT49 0LH,RESIDENTIAL
647,SEACOAST ROAD,LIMAVADY,272567,435518,BT49 0LH,RESIDENTIAL
649,SEACOAST ROAD,LIMAVADY,273269,435800,BT49 0LH,RESIDENTIAL
653,SEACOAST ROAD,LIMAVADY,273319,435818,BT49 0LH,RESIDENTIAL
657,SEACOAST ROAD,LIMAVADY,273363,435828,BT49 0LH,RESIDENTIAL
659,SEACOAST ROAD,LIMAVADY,273378,435831,BT49 0LH,RESIDENTIAL
76,BISHOPS ROAD,CASTLEROCK,273400,435233,BT51 4SE,RESIDENTIAL
663,SEACOAST ROAD,LIMAVADY,273474,435854,BT49 0LH,RESIDENTIAL
45,SHORE AVENUE,LIMAVADY,263344,427822,BT49 9EE,RESIDENTIAL
29,SHORE AVENUE,LIMAVADY,263464,427594,BT49 9EE,RESIDENTIAL
33,SHORE AVENUE,LIMAVADY,263482,427728,BT49 9EE,RESIDENTIAL
52,CARSE ROAD,LIMAVADY,263501,424878,BT49 9DX,RESIDENTIAL
37,SHORE AVENUE,LIMAVADY,263502,427827,BT49 9EE,RESIDENTIAL
4,SHORE AVENUE,LIMAVADY,263546,427015,BT49 9EE,RESIDENTIAL
11,SHORE AVENUE,LIMAVADY,263549,427097,BT49 9EE,RESIDENTIAL
9,SHORE AVENUE,LIMAVADY,263553,427090,BT49 9EE,RESIDENTIAL
7,SHORE AVENUE,LIMAVADY,263561,427073,BT49 9EE,RESIDENTIAL
5,SHORE AVENUE,LIMAVADY,263564,427066,BT49 9EE,RESIDENTIAL
3,SHORE AVENUE,LIMAVADY,263571,427048,BT49 9EE,RESIDENTIAL
1,SHORE AVENUE,LIMAVADY,263575,427042,BT49 9EE,RESIDENTIAL
134,CARROWCLARE ROAD,LIMAVADY,263595,426954,BT49 9EB,RESIDENTIAL
127,CARROWCLARE ROAD,LIMAVADY,263613,427066,BT49 9EB,RESIDENTIAL
125,CARROWCLARE ROAD,LIMAVADY,263615,427074,BT49 9EB,RESIDENTIAL
123,CARROWCLARE ROAD,LIMAVADY,263617,427082,BT49 9EB,RESIDENTIAL
121,CARROWCLARE ROAD,LIMAVADY,263619,427089,BT49 9EB,RESIDENTIAL
136,CARROWCLARE ROAD,LIMAVADY,263621,426931,BT49 9EB,RESIDENTIAL
132,CARROWCLARE ROAD,LIMAVADY,263623,426980,BT49 9EB,RESIDENTIAL
138,CARROWCLARE ROAD,LIMAVADY,263625,426923,BT49 9EB,RESIDENTIAL
140,CARROWCLARE ROAD,LIMAVADY,263636,426886,BT49 9EB,RESIDENTIAL
144,CARROWCLARE ROAD,LIMAVADY,263638,426853,BT49 9EB,RESIDENTIAL
142,CARROWCLARE ROAD,LIMAVADY,263638,426879,BT49 9EB,RESIDENTIAL
130,CARROWCLARE ROAD,LIMAVADY,263638,427008,BT49 9EB,RESIDENTIAL
128,CARROWCLARE ROAD,LIMAVADY,263639,427012,BT49 9EB,RESIDENTIAL
146,CARROWCLARE ROAD,LIMAVADY,263641,426845,BT49 9EB,RESIDENTIAL
8,RAILWAY COTTAGES,LIMAVADY,263646,427049,BT49 9NU,RESIDENTIAL
1,RAILWAY COTTAGES,LIMAVADY,263657,427082,BT49 9NU,RESIDENTIAL
7,RAILWAY COTTAGES,LIMAVADY,263667,427044,BT49 9NU,RESIDENTIAL
2,RAILWAY COTTAGES,LIMAVADY,263676,427078,BT49 9NU,RESIDENTIAL
6,RAILWAY COTTAGES,LIMAVADY,263680,427038,BT49 9NU,RESIDENTIAL
3,RAILWAY COTTAGES,LIMAVADY,263697,427076,BT49 9NU,RESIDENTIAL
4,RAILWAY COTTAGES,LIMAVADY,263707,427063,BT49 9NU,RESIDENTIAL
118,CARROWCLARE ROAD,LIMAVADY,263724,427248,BT49 9EB,RESIDENTIAL
114,CARROWCLARE ROAD,LIMAVADY,263730,427300,BT49 9EB,COMMERCIAL
114,CARROWCLARE ROAD,LIMAVADY,263730,427300,BT49 9EB,COMMERCIAL
112,CARROWCLARE ROAD,LIMAVADY,263734,427318,BT49 9EB,RESIDENTIAL
110,CARROWCLARE ROAD,LIMAVADY,263738,427324,BT49 9EB,RESIDENTIAL
165,CARROWCLARE ROAD,LIMAVADY,263753,426311,BT49 9EA,RESIDENTIAL
162,CARROWCLARE ROAD,LIMAVADY,263754,426588,BT49 9EB,RESIDENTIAL
83,LOMOND ROAD,LIMAVADY,263776,426559,BT49 9DZ,RESIDENTIAL
164,CARROWCLARE ROAD,LIMAVADY,263803,426476,BT49 9EA,RESIDENTIAL
81,LOMOND ROAD,LIMAVADY,263803,426570,BT49 9DZ,RESIDENTIAL
107,CARROWCLARE ROAD,LIMAVADY,263822,427539,BT49 9EB,RESIDENTIAL
84,LOMOND ROAD,LIMAVADY,263833,426507,BT49 9DZ,RESIDENTIAL
75,LOMOND ROAD,LIMAVADY,263852,426580,BT49 9DZ,RESIDENTIAL
82,LOMOND ROAD,LIMAVADY,263870,426505,BT49 9DZ,RESIDENTIAL
170,CARROWCLARE ROAD,LIMAVADY,263893,426299,BT49 9EA,RESIDENTIAL
80,LOMOND ROAD,LIMAVADY,263904,426508,BT49 9DZ,RESIDENTIAL
100,CARROWCLARE ROAD,LIMAVADY,263922,427609,BT49 9EB,COMMERCIAL
100,CARROWCLARE ROAD,LIMAVADY,263922,427609,BT49 9EB,COMMERCIAL
98,CARROWCLARE ROAD,LIMAVADY,263922,427637,BT49 9EB,RESIDENTIAL
97,CARROWCLARE ROAD,LIMAVADY,263925,427822,BT49 9EB,RESIDENTIAL
96,CARROWCLARE ROAD,LIMAVADY,263928,427647,BT49 9EB,RESIDENTIAL
181,CARROWCLARE ROAD,LIMAVADY,263932,425899,BT49 9EA,RESIDENTIAL
174,CARROWCLARE ROAD,LIMAVADY,263958,426104,BT49 9EA,RESIDENTIAL
93,CARROWCLARE ROAD,LIMAVADY,264012,427825,BT49 9EB,RESIDENTIAL
88,CARROWCLARE ROAD,LIMAVADY,264064,427848,BT49 9EB,RESIDENTIAL
84,CARROWCLARE ROAD,LIMAVADY,264089,427919,BT49 9EB,RESIDENTIAL
73,LOMOND ROAD,LIMAVADY,264113,426540,BT49 9DZ,RESIDENTIAL
82,CARROWCLARE ROAD,LIMAVADY,264120,427954,BT49 9EB,RESIDENTIAL
71,LOMOND ROAD,LIMAVADY,264133,426532,BT49 9DZ,RESIDENTIAL
69,LOMOND ROAD,LIMAVADY,264143,426535,BT49 9DZ,RESIDENTIAL
67,LOMOND ROAD,LIMAVADY,264148,426537,BT49 9DZ,RESIDENTIAL
85,CARROWCLARE ROAD,LIMAVADY,264153,428063,BT49 9EB,RESIDENTIAL
75,CARROWCLARE ROAD,LIMAVADY,264244,428218,BT49 9EB,RESIDENTIAL
72,CARROWCLARE ROAD,LIMAVADY,264247,428149,BT49 9EB,RESIDENTIAL
66,CARROWCLARE ROAD,LIMAVADY,264268,428205,BT49 9EB,RESIDENTIAL
71,CARROWCLARE ROAD,LIMAVADY,264328,428335,BT49 9EB,RESIDENTIAL
54,CARROWCLARE ROAD,LIMAVADY,264439,428403,BT49 9EB,RESIDENTIAL
51,CARROWCLARE ROAD,LIMAVADY,264603,428628,BT49 9EB,RESIDENTIAL
50,CARROWCLARE ROAD,LIMAVADY,264645,428688,BT49 9EB,RESIDENTIAL
94,BROIGHTER ROAD,LIMAVADY,264740,425679,BT49 9DY,UNKNOWN
45,LOMOND ROAD,LIMAVADY,264839,426328,BT49 9DZ,RESIDENTIAL
89,BROIGHTER ROAD,LIMAVADY,264852,425476,BT49 9DY,RESIDENTIAL
99,BROIGHTER ROAD,LIMAVADY,264950,425845,BT49 9DY,RESIDENTIAL
56,SCOTCHTOWN ROAD,LIMAVADY,265085,430253,BT49 0JA,RESIDENTIAL
0,LOMOND ROAD,LIMAVADY,265162,426137,BT49 9DZ,UNKNOWN
33,LOMOND ROAD,LIMAVADY,265181,426166,BT49 9DZ,RESIDENTIAL
31,LOMOND ROAD,LIMAVADY,265258,426146,BT49 9DZ,RESIDENTIAL
46,SCOTCHTOWN ROAD,LIMAVADY,265385,430285,BT49 0JA,RESIDENTIAL
288,SEACOAST ROAD,LIMAVADY,265667,431004,BT49 0JY,RESIDENTIAL
35,SCOTCHTOWN ROAD,LIMAVADY,265905,430292,BT49 0JA,RESIDENTIAL
25,SCOTCHTOWN ROAD,LIMAVADY,265974,430310,BT49 0JA,RESIDENTIAL
10,CARROWCLARE ROAD,LIMAVADY,266017,427892,BT49 9ED,UNKNOWN
8,CARROWCLARE ROAD,LIMAVADY,266023,427882,BT49 9ED,RESIDENTIAL
4,BURNALLY ROAD,LIMAVADY,266078,425400,BT49 9DP,UNKNOWN
0,SEACOAST ROAD,LIMAVADY,266086,426103,BT49 9EG,COMMERCIAL
93,SEACOAST ROAD,LIMAVADY,266097,425693,BT49 9EG,RESIDENTIAL
142,SEACOAST ROAD,LIMAVADY,266099,427165,BT49 9EG,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,266103,427491,BT49 9EG,RESIDENTIAL
100,SEACOAST ROAD,LIMAVADY,266110,425926,BT49 9EG,RESIDENTIAL
162,SEACOAST ROAD,LIMAVADY,266110,427632,BT49 9EG,RESIDENTIAL
86,SEACOAST ROAD,LIMAVADY,266111,425425,BT49 9DW,RESIDENTIAL
3,CHERRYVALE PARK,LIMAVADY,266111,425996,BT49 9AH,RESIDENTIAL
106,SEACOAST ROAD,LIMAVADY,266113,426021,BT49 9EG,RESIDENTIAL
110,SEACOAST ROAD,LIMAVADY,266113,426040,BT49 9EG,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,266119,427471,BT49 9EG,RESIDENTIAL
112,SEACOAST ROAD,LIMAVADY,266133,426112,BT49 9EG,COMMERCIAL
6,CARROWCLARE ROAD,LIMAVADY,266137,427836,BT49 9ED,RESIDENTIAL
0,SEACOAST ROAD,LIMAVADY,266144,426493,BT49 9EG,RESIDENTIAL
160,SEACOAST ROAD,LIMAVADY,266148,427467,BT49 9EG,RESIDENTIAL
134,SEACOAST ROAD,LIMAVADY,266151,427019,BT49 9EG,RESIDENTIAL
122,SEACOAST ROAD,LIMAVADY,266152,426529,BT49 9EG,RESIDENTIAL
158,SEACOAST ROAD,LIMAVADY,266152,427461,BT49 9EG,RESIDENTIAL
124,SEACOAST ROAD,LIMAVADY,266155,426550,BT49 9EG,RESIDENTIAL
156,SEACOAST ROAD,LIMAVADY,266165,427438,BT49 9EG,RESIDENTIAL
154,SEACOAST ROAD,LIMAVADY,266169,427431,BT49 9EG,RESIDENTIAL
159,SEACOAST ROAD,LIMAVADY,266203,427450,BT49 9EG,RESIDENTIAL
1,LOMOND PARK,LIMAVADY,266176,426007,BT49 9EQ,RESIDENTIAL
2,LOMOND PARK,LIMAVADY,266176,426016,BT49 9EQ,RESIDENTIAL
3,LOMOND PARK,LIMAVADY,266177,426025,BT49 9EQ,RESIDENTIAL
5,LOMOND PARK,LIMAVADY,266177,426043,BT49 9EQ,RESIDENTIAL
4,LOMOND PARK,LIMAVADY,266178,426037,BT49 9EQ,RESIDENTIAL
6,LOMOND PARK,LIMAVADY,266178,426049,BT49 9EQ,RESIDENTIAL
7,LOMOND PARK,LIMAVADY,266178,426055,BT49 9EQ,RESIDENTIAL
8,LOMOND PARK,LIMAVADY,266179,426061,BT49 9EQ,RESIDENTIAL
12,LOMOND PARK,LIMAVADY,266184,426090,BT49 9EQ,RESIDENTIAL
9,LOMOND PARK,LIMAVADY,266185,426072,BT49 9EQ,RESIDENTIAL
10,LOMOND PARK,LIMAVADY,266185,426078,BT49 9EQ,RESIDENTIAL
11,LOMOND PARK,LIMAVADY,266185,426084,BT49 9EQ,RESIDENTIAL
144,SEACOAST ROAD,LIMAVADY,266187,427359,BT49 9EG,RESIDENTIAL
144,SEACOAST ROAD,LIMAVADY,266187,427359,BT49 9EG,RESIDENTIAL
152,SEACOAST ROAD,LIMAVADY,266187,427389,BT49 9EG,RESIDENTIAL
150,SEACOAST ROAD,LIMAVADY,266190,427380,BT49 9EG,RESIDENTIAL
82,SEACOAST ROAD,LIMAVADY,266206,425248,BT49 9DW,RESIDENTIAL
78,SEACOAST ROAD,LIMAVADY,266211,425199,BT49 9DW,RESIDENTIAL
119,SEACOAST ROAD,LIMAVADY,266221,426224,BT49 9EG,RESIDENTIAL
136,SEACOAST ROAD,LIMAVADY,266221,427040,BT49 9EG,RESIDENTIAL
127,SEACOAST ROAD,LIMAVADY,266238,426559,BT49 9EG,RESIDENTIAL
76,SEACOAST ROAD,LIMAVADY,266241,425153,BT49 9DW,RESIDENTIAL
129,SEACOAST ROAD,LIMAVADY,266241,426594,BT49 9EG,RESIDENTIAL
74,SEACOAST ROAD,LIMAVADY,266242,425103,BT49 9DW,RESIDENTIAL
138,SEACOAST ROAD,LIMAVADY,266242,427078,BT49 9EG,RESIDENTIAL
143,SEACOAST ROAD,LIMAVADY,266244,427296,BT49 9EG,RESIDENTIAL
72,SEACOAST ROAD,LIMAVADY,266249,425078,BT49 9DW,RESIDENTIAL
147,SEACOAST ROAD,LIMAVADY,266249,427342,BT49 9EG,RESIDENTIAL
131,SEACOAST ROAD,LIMAVADY,266252,426702,BT49 9EG,RESIDENTIAL
70,SEACOAST ROAD,LIMAVADY,266257,425053,BT49 9DW,RESIDENTIAL
19,SCOTCHTOWN ROAD,LIMAVADY,266289,430475,BT49 0JA,RESIDENTIAL
26,SCOTCHTOWN ROAD,LIMAVADY,266294,430347,BT49 0JA,RESIDENTIAL
17,SCOTCHTOWN ROAD,LIMAVADY,266295,430612,BT49 0JA,RESIDENTIAL
24,SCOTCHTOWN ROAD,LIMAVADY,266340,430146,BT49 0JA,RESIDENTIAL
75,SEACOAST ROAD,LIMAVADY,266341,424967,BT49 9DW,COMMERCIAL
141,SEACOAST ROAD,LIMAVADY,266341,427039,BT49 9EG,RESIDENTIAL
22,SCOTCHTOWN ROAD,LIMAVADY,266343,430140,BT49 0JA,UNKNOWN
282,SEACOAST ROAD,LIMAVADY,266369,430856,BT49 0JY,RESIDENTIAL
254,SEACOAST ROAD,LIMAVADY,266391,429886,BT49 0HZ,RESIDENTIAL
0,SCOTCHTOWN ROAD,LIMAVADY,266404,429977,BT49 0JA,UNKNOWN
172,SEACOAST ROAD,LIMAVADY,266417,427864,BT49 9EF,RESIDENTIAL
14,SCOTCHTOWN ROAD,LIMAVADY,266420,430470,BT49 0JA,RESIDENTIAL
12,SCOTCHTOWN ROAD,LIMAVADY,266460,430473,BT49 0JA,RESIDENTIAL
67,SEACOAST ROAD,LIMAVADY,266464,425006,BT49 9DW,RESIDENTIAL
65,SEACOAST ROAD,LIMAVADY,266557,424904,BT49 9DW,RESIDENTIAL
10,SCOTCHTOWN ROAD,LIMAVADY,266578,430535,BT49 0JA,RESIDENTIAL
9,SCOTCHTOWN ROAD,LIMAVADY,266588,430663,BT49 0JA,RESIDENTIAL
178,SEACOAST ROAD,LIMAVADY,266593,427869,BT49 9EF,RESIDENTIAL
278,SEACOAST ROAD,LIMAVADY,266599,430884,BT49 0JY,RESIDENTIAL
7,SCOTCHTOWN ROAD,LIMAVADY,266618,430596,BT49 0JA,RESIDENTIAL
270,SEACOAST ROAD,LIMAVADY,266716,430915,BT49 0JY,RESIDENTIAL
69,SEACOAST ROAD,LIMAVADY,266727,424891,BT49 9DW,RESIDENTIAL
264,SEACOAST ROAD,LIMAVADY,266745,430617,BT49 0JB,RESIDENTIAL
182,SEACOAST ROAD,LIMAVADY,266746,427985,BT49 9EF,RESIDENTIAL
260,SEACOAST ROAD,LIMAVADY,266806,430541,BT49 0JB,COMMERCIAL
4,DUNCRUN ROAD,LIMAVADY,266876,430702,BT49 0JD,RESIDENTIAL
191,SEACOAST ROAD,LIMAVADY,266886,428393,BT49 9EF,RESIDENTIAL
193,SEACOAST ROAD,LIMAVADY,266891,428416,BT49 9EF,RESIDENTIAL
248,SEACOAST ROAD,LIMAVADY,266901,430166,BT49 0HZ,RESIDENTIAL
199,SEACOAST ROAD,LIMAVADY,266983,428621,BT49 9EF,RESIDENTIAL
238,SEACOAST ROAD,LIMAVADY,267027,429939,BT49 0HZ,COMMERCIAL
100,DOWLAND ROAD,LIMAVADY,267029,425935,BT49 0HR,RESIDENTIAL
240,SEACOAST ROAD,LIMAVADY,267029,429950,BT49 0HZ,RESIDENTIAL
253,SEACOAST ROAD,LIMAVADY,267034,430434,BT49 0JX,RESIDENTIAL
227,SEACOAST ROAD,LIMAVADY,267036,429592,BT49 9EF,RESIDENTIAL
217,SEACOAST ROAD,LIMAVADY,267045,429091,BT49 9EF,RESIDENTIAL
5,DUNCRUN ROAD,LIMAVADY,267048,430804,BT49 0JD,RESIDENTIAL
239,SEACOAST ROAD,LIMAVADY,267058,430015,BT49 0HZ,RESIDENTIAL
239,SEACOAST ROAD,LIMAVADY,267058,430015,BT49 0HZ,RESIDENTIAL
7,DUNCRUN ROAD,LIMAVADY,267093,430830,BT49 0JD,RESIDENTIAL
9,DUNCRUN ROAD,LIMAVADY,267100,430827,BT49 0JD,RESIDENTIAL
205,SEACOAST ROAD,LIMAVADY,267117,428825,BT49 9EF,RESIDENTIAL
14,DUNCRUN ROAD,LIMAVADY,267162,431036,BT49 0JD,RESIDENTIAL
16,DUNCRUN ROAD,LIMAVADY,267176,431057,BT49 0JD,RESIDENTIAL
90,DOWLAND ROAD,LIMAVADY,267182,425366,BT49 0HR,COMMERCIAL
18,DUNCRUN ROAD,LIMAVADY,267186,431072,BT49 0JD,RESIDENTIAL
20,DUNCRUN ROAD,LIMAVADY,267197,431089,BT49 0JD,RESIDENTIAL
92,DOWLAND ROAD,LIMAVADY,267208,425571,BT49 0HR,RESIDENTIAL
0,DUNCRUN ROAD,LIMAVADY,267226,431125,BTXX XXX,UNKNOWN
96,DOWLAND ROAD,LIMAVADY,267231,425818,BT49 0HR,RESIDENTIAL
211,SEACOAST ROAD,LIMAVADY,267306,429073,BT49 9EF,RESIDENTIAL
1,DOWLAND PARK,LIMAVADY,267364,425236,BT49 0EJ,RESIDENTIAL
88,DOWLAND ROAD,LIMAVADY,267370,425283,BT49 0HR,COMMERCIAL
2,DOWLAND PARK,LIMAVADY,267372,425219,BT49 0EJ,RESIDENTIAL
3,DOWLAND PARK,LIMAVADY,267378,425196,BT49 0EJ,RESIDENTIAL
4,DOWLAND PARK,LIMAVADY,267383,425168,BT49 0EJ,RESIDENTIAL
86,DOWLAND ROAD,LIMAVADY,267391,425248,BT49 0HR,RESIDENTIAL
84,DOWLAND ROAD,LIMAVADY,267403,425222,BT49 0HR,RESIDENTIAL
82,DOWLAND ROAD,LIMAVADY,267421,425201,BT49 0HR,RESIDENTIAL
72,DOWLAND ROAD,LIMAVADY,267439,425082,BT49 0HR,RESIDENTIAL
119,DOWLAND ROAD,LIMAVADY,267443,426679,BT49 0HT,RESIDENTIAL
121,DOWLAND ROAD,LIMAVADY,267446,426685,BT49 0HT,RESIDENTIAL
123,DOWLAND ROAD,LIMAVADY,267471,426701,BT49 0HT,RESIDENTIAL
125,DOWLAND ROAD,LIMAVADY,267472,426706,BT49 0HT,RESIDENTIAL
127,DOWLAND ROAD,LIMAVADY,267487,426724,BT49 0HT,RESIDENTIAL
129,DOWLAND ROAD,LIMAVADY,267489,426729,BT49 0HT,RESIDENTIAL
131,DOWLAND ROAD,LIMAVADY,267503,426749,BT49 0HT,RESIDENTIAL
133,DOWLAND ROAD,LIMAVADY,267504,426757,BT49 0HT,RESIDENTIAL
135,DOWLAND ROAD,LIMAVADY,267516,426776,BT49 0HT,RESIDENTIAL
137,DOWLAND ROAD,LIMAVADY,267520,426782,BT49 0HT,RESIDENTIAL
142,DOWLAND ROAD,LIMAVADY,267613,426991,BT49 0HT,RESIDENTIAL
0,DOWLAND ROAD,LIMAVADY,267630,425363,BT49 0HR,UNKNOWN
66,DOWLAND ROAD,LIMAVADY,267646,424958,BT49 0HR,RESIDENTIAL
0,DOWLAND ROAD,LIMAVADY,267646,425040,BT49 0HR,UNKNOWN
144,DOWLAND ROAD,LIMAVADY,267675,427069,BT49 0HT,RESIDENTIAL
147,AGHANLOO ROAD,LIMAVADY,267677,429376,BT49 0HY,RESIDENTIAL
148,DOWLAND ROAD,LIMAVADY,267757,427073,BT49 0HT,UNKNOWN
137,AGHANLOO ROAD,LIMAVADY,267785,428996,BT49 0HY,RESIDENTIAL
1,GRANNAGH PARK,LIMAVADY,267851,425116,BT49 0JR,RESIDENTIAL
50,AGHANLOO ROAD,LIMAVADY,267853,426689,BT49 0HX,RESIDENTIAL
3,GRANNAGH PARK,LIMAVADY,267855,425138,BT49 0JR,RESIDENTIAL
4,GRANNAGH PARK,LIMAVADY,267855,425148,BT49 0JR,RESIDENTIAL
48,AGHANLOO ROAD,LIMAVADY,267862,426668,BT49 0HX,RESIDENTIAL
2,GRANNAGH PARK,LIMAVADY,267866,425117,BT49 0JR,RESIDENTIAL
149,AGHANLOO ROAD,LIMAVADY,267868,429416,BT49 0HY,RESIDENTIAL
110,AGHANLOO ROAD,LIMAVADY,267870,428432,BT49 0HY,UNKNOWN
5,GRANNAGH PARK,LIMAVADY,267876,425179,BT49 0JR,RESIDENTIAL
97,AGHANLOO ROAD,LIMAVADY,267881,428071,BT49 0HY,RESIDENTIAL
111,AGHANLOO ROAD,LIMAVADY,267881,428378,BT49 0HY,UNKNOWN
109,AGHANLOO ROAD,LIMAVADY,267882,428365,BT49 0HY,COMMERCIAL
109,AGHANLOO ROAD,LIMAVADY,267882,428365,BT49 0HY,COMMERCIAL
6,GRANNAGH PARK,LIMAVADY,267887,425180,BT49 0JR,RESIDENTIAL
119,AGHANLOO ROAD,LIMAVADY,267890,428583,BT49 0HY,RESIDENTIAL
12,GRANNAGH PARK,LIMAVADY,267894,425088,BT49 0JR,RESIDENTIAL
10,GRANNAGH PARK,LIMAVADY,267894,425116,BT49 0JR,RESIDENTIAL
9,GRANNAGH PARK,LIMAVADY,267894,425126,BT49 0JR,RESIDENTIAL
11,GRANNAGH PARK,LIMAVADY,267895,425099,BT49 0JR,RESIDENTIAL
8,GRANNAGH PARK,LIMAVADY,267896,425143,BT49 0JR,RESIDENTIAL
103,AGHANLOO ROAD,LIMAVADY,267896,428276,BT49 0HY,RESIDENTIAL
105,AGHANLOO ROAD,LIMAVADY,267896,428282,BT49 0HY,RESIDENTIAL
7,GRANNAGH PARK,LIMAVADY,267897,425153,BT49 0JR,RESIDENTIAL
25,LILAC AVENUE,LIMAVADY,267921,425130,BT49 0HS,RESIDENTIAL
24,LILAC AVENUE,LIMAVADY,267924,425124,BT49 0HS,RESIDENTIAL
26,LILAC AVENUE,LIMAVADY,267924,425141,BT49 0HS,RESIDENTIAL
139,AGHANLOO ROAD,LIMAVADY,267925,429089,BT49 0HY,RESIDENTIAL
47,AGHANLOO ROAD,LIMAVADY,267926,426613,BT49 0HX,UNKNOWN
16,LILAC AVENUE,LIMAVADY,267927,425068,BT49 0HS,RESIDENTIAL
